Sample,gyr_y_Autocorrelation,gyr_y_Centroid,gyr_y_Curve distance,gyr_y_Fundamental frequency,gyr_y_Histogram_0,gyr_y_Histogram_1,gyr_y_Histogram_2,gyr_y_Histogram_3,gyr_y_Histogram_4,gyr_y_Histogram_5,gyr_y_Histogram_6,gyr_y_Histogram_7,gyr_y_Histogram_8,gyr_y_Histogram_9,gyr_y_Interquartile range,gyr_y_Kurtosis,gyr_y_Linear regression,gyr_y_Max,gyr_y_Max power spectrum,gyr_y_Maximum frequency,gyr_y_Maximum peaks,gyr_y_Mean,gyr_y_Mean absolute deviation,gyr_y_Mean absolute diff,gyr_y_Mean diff,gyr_y_Median,gyr_y_Median absolute deviation,gyr_y_Median absolute diff,gyr_y_Median diff,gyr_y_Median frequency,gyr_y_Min,gyr_y_Minimum peaks,gyr_y_Root mean square,gyr_y_Signal distance,gyr_y_Skewness,gyr_y_Spectral centroid,gyr_y_Spectral decrease,gyr_y_Spectral kurtosis,gyr_y_Spectral maximum peaks,gyr_y_Spectral roll-off,gyr_y_Spectral roll-on,gyr_y_Spectral skewness,gyr_y_Spectral slope,gyr_y_Spectral spread,gyr_y_Spectral variation,gyr_y_Standard Deviation,gyr_y_Sum absolute diff,gyr_y_Total energy,gyr_y_Variance,gyr_y_Zero crossing rate
18,0.05660583453178514,0.4250752537938595,-56.91104811334983,4.761904761904762,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.013058096808689787,-0.3451653780047552,-0.0028605619785415015,0.04280375365289766,0.38411548463264145,40.476190476190474,28.0,0.019260719554246707,0.0068879660107496726,0.0032985404157558733,-1.3607826462292415e-05,0.019056097941245305,0.00651493286372525,0.002612055788453419,-0.00029937769247046983,9.523809523809524,0.002936186394125968,27.0,0.02102933860775396,127.00124830599312,0.263761347591613,13.508763453274852,0.1341200195472749,3.21200740298334,19.0,40.476190476190474,0.7936507936507936,1.0071553905251283,-0.0033310108202122147,150.60692321539935,0.8167657314693219,0.008441431426732668,0.4189146328009959,0.044571523253374115,7.125776453222992e-05,0.0
19,0.47312882023544794,0.9641333696490617,-292.22910732710454,3.968253968253968,0.0,0.0,0.0,0.0,0.0,4.960937499999996,0.03906250000000001,0.0,0.0,0.0,0.05259530512941628,2.141047110887855,0.02136565021869924,0.20226757002297396,0.38869968536366134,34.92063492063492,26.0,0.04423604046573066,0.033107850469942676,0.010226282008112776,0.0002350337394254674,0.023364384370629702,0.015062256864380171,0.006116359738331717,-0.0002937608930379011,7.936507936507936,0.002936186394125968,25.0,0.06079735938418244,127.01463430356948,1.4961324682829669,10.6117964244653,-0.2162889354840123,5.1113196172508175,17.0,34.92063492063492,0.7936507936507936,1.5611082702114536,-0.017213152181962316,114.30837898772845,0.7268377440829517,0.04170721318913165,1.2987378150303226,0.37254237813814794,0.0017394916320036767,0.0
20,0.7307758120264869,0.5668961177343852,-261.056565094233,5.555555555555555,0.0,0.0,0.0,0.0,0.0,4.960937499999996,0.03906250000000001,0.0,0.0,0.0,0.045674881205872514,2.069032066520185,-0.003296488872393365,0.20226757002297396,0.2764106594228753,36.507936507936506,21.0,0.0668498221609802,0.027476035564722008,0.013799749648026053,0.00024916360755747227,0.05749826602127241,0.021356753500413564,0.009494254868138138,0.00012866851367109716,9.523809523809524,0.01327892110826276,21.0,0.07555915584134677,127.02266179899505,1.2379551470193195,12.7137133250843,0.0619602213292445,4.132192485271635,21.0,36.507936507936506,0.7936507936507936,1.27579608323281,-0.015310675778440995,123.53032008084803,0.44922339282129475,0.035217712993637865,1.7525682052993088,0.5754140252177062,0.0012402873085022492,0.0
21,1.1308519387395632,0.744938523516708,-303.5904795244665,2.380952380952381,0.0,0.0,0.0,0.0,0.0,4.882812499999996,0.11718750000000003,0.0,0.0,0.0,0.05641231246343105,10.569722050279266,0.007878202266027472,0.36735925753160936,0.28483755735102645,45.238095238095234,26.0,0.07820694965704769,0.035604460082004644,0.022512663012846164,-0.0002804584217532824,0.06481681329808596,0.024752511430450028,0.010427150990080944,-0.00033824877541262927,13.492063492063492,0.01327892110826276,26.0,0.09399351451777319,127.11187121349562,2.6829195011011215,17.671836122841043,-0.0734508673360707,2.2265434462331473,17.0,45.238095238095234,0.7936507936507936,0.6891418141164004,-0.017465158697542102,213.47800450608264,0.5976669662831294,0.05213879358733614,2.8591082026314627,0.8904345974327269,0.0027184537967428445,0.0
22,4.007256257826289,0.774367741698981,-841.9901230312786,7.936507936507936,0.0,0.0,0.0,0.0,0.0,4.3359374999999964,0.4687500000000001,0.11718750000000003,0.07812500000000001,0.0,0.08627374285251667,8.387531136044638,0.012926826195009249,0.726105356186789,0.2901894998435018,42.06349206349206,32.0,0.12877804920721897,0.07857621663857056,0.039952684875897426,-0.00018727466552496754,0.09267151308650337,0.039191820413957586,0.021113411146028563,0.0002472530561477976,9.523809523809524,0.0230853174116412,31.0,0.17693696480461021,127.30460562305593,2.7056007458310436,14.279822839594623,-0.42097711090341366,2.9017013860824403,25.0,42.06349206349206,0.7936507936507936,0.9892945109714598,-0.04917162321624985,177.29437390689748,0.8331131898168669,0.12133797244329975,5.073990979238973,3.1553198880521953,0.014722903556650967,0.0
23,3.32713747847757,0.29990649742898806,-892.8844116217806,3.968253968253968,0.0,0.0,0.0,0.0,0.0,4.4531249999999964,0.35156250000000006,0.11718750000000003,0.07812500000000001,0.0,0.05300793331671812,10.158947616092796,-0.038276838246795584,0.726105356186789,0.28492408939567737,38.095238095238095,27.0,0.10547161047430928,0.07644121712130159,0.02629046428403668,-0.00014990350661304178,0.06260854443582377,0.02288055576064174,0.010789033384288962,-0.0001560660071551201,7.142857142857142,0.014409685730381507,26.0,0.16122425856739434,127.202766184463,3.055990762809439,12.549164254245198,-0.32569396318979066,3.2563714705487294,13.0,38.095238095238095,0.7936507936507936,1.095043295769538,-0.052387028663129186,151.08327832780117,0.8665992944546415,0.121938512925825,3.3388889640726584,2.6197932901398198,0.01486900093456159,0.0
24,0.2525281454290657,0.4759791207539314,-111.82371208008537,2.380952380952381,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.026067237856001717,-1.0150864866757954,-0.004598341797059557,0.07699464342454632,0.2544163454323066,39.682539682539684,24.0,0.04158526163710116,0.013416655825551443,0.006238850944489954,8.332804759462929e-05,0.03839016739560796,0.011698628865320871,0.004347157427316298,-0.0004795863342671111,8.73015873015873,0.01261919645465021,24.0,0.044417070323970895,127.0043959638086,0.1851216715244724,13.328149528656937,-0.13709285137880653,3.098353027829859,22.0,39.682539682539684,0.7936507936507936,1.0595984341928304,-0.006548221471180165,152.91057182288995,0.7006692949505258,0.015605837072660281,0.7923340699502242,0.19884105939296512,0.00024354215073841802,0.0
25,0.12583986342138326,0.5175063197277845,-83.40851233355129,3.1746031746031744,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.017913231215570584,-0.3362725201272734,-0.00393955528238722,0.06281946823549214,0.19988513521914159,40.476190476190474,26.0,0.0290652483494031,0.00954197218020656,0.0041168076157986665,-0.0001672253599202621,0.02967158606824212,0.008692879863649217,0.0031220467926445505,-0.00017248052562288813,8.73015873015873,0.005618992952430026,26.0,0.031354807174970106,127.00216314120618,0.21902472831567454,13.51908469601138,-0.09869889610044635,2.958364939779955,23.0,40.476190476190474,0.7936507936507936,1.0472420206423803,-0.00488177371491261,168.0742707165692,0.8039806443613128,0.011761601564713758,0.5228345672064306,0.09908650663101046,0.00013833527136707712,0.0
26,0.09020145375885683,0.4981441037892399,-80.02223111935706,8.73015873015873,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.015026155269133926,-0.3020562702291971,-0.0018736993738719542,0.05106911741848867,0.3288092413932772,38.095238095238095,25.0,0.02428013800494183,0.008728145118851994,0.003685805602909404,-0.00014216808008587055,0.023050625062649308,0.007429952937264917,0.0031228837938480324,5.990759256924161e-05,7.936507936507936,0.0009041280234607343,26.0,0.0265461646474791,127.00142335834892,0.45629847820037517,11.80615083398324,-0.22566502853629852,4.034017368182703,22.0,38.095238095238095,0.7936507936507936,1.3574937521802983,-0.0047027419530902455,140.6464469433494,0.7923150880823612,0.010731903649961102,0.4680973115694943,0.07102476673925735,0.0001151737559520484,0.0
27,0.05903447067263329,0.46585402590214814,-74.98628011022859,2.380952380952381,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.01265033877018179,-0.062495733390577346,-0.003076082420605016,0.048171292263444035,0.13724946731661022,35.714285714285715,23.0,0.01921113399060605,0.007798505240206993,0.003997196291578509,-0.00010279071469835793,0.018610950848643323,0.006289549981555653,0.003263252365097509,-0.00010823727381007245,8.73015873015873,0.0009041280234607343,23.0,0.021475725881328147,127.00164251982648,0.4863930589815818,12.222648754094802,-0.1072022842399496,3.9729234780770932,21.0,35.714285714285715,0.7936507936507936,1.227388211395453,-0.004402840518652541,121.94526287899143,0.6179133136953003,0.009598913111645947,0.5076439290304707,0.0464838351753018,9.213913292492848e-05,0.0
28,0.03509510242327128,0.5459694979848316,-49.66687293955631,6.349206349206349,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.008945682103864613,-0.10874070032883232,0.0002960985180474852,0.034395314102086065,0.10483271537698165,38.888888888888886,23.0,0.015091963132883442,0.00541666338346899,0.00361118460087042,-8.383802725923371e-05,0.014475461664116743,0.00471927806028523,0.003135225479092809,-0.00011349700030756533,11.11111111111111,0.0022311040013176424,23.0,0.016558396289550716,127.00133008845516,0.41181034950815937,14.553410693434197,0.05430543694126838,3.3136096285858967,18.0,38.888888888888886,0.7936507936507936,0.9900425962436814,-0.0028979899495523227,134.850061216909,0.4281142810828644,0.006812718728781767,0.4586204443105434,0.02763393891596164,4.6413136477493855e-05,0.0
29,0.030203907684767682,0.5798420946192678,-39.21009415016795,5.555555555555555,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.006901520213457458,0.06594416465265818,-0.0005175022660025356,0.032026303452846495,0.29167501301872273,40.476190476190474,27.0,0.014268165364195576,0.004487041734778293,0.00307151509153242,3.867532094819785e-05,0.014003518730777952,0.0034643649451155034,0.002682620453980697,-2.2413879625253486e-05,11.11111111111111,0.0020718769599972447,26.0,0.01536125088615011,127.000957668024,0.24906388542656985,15.118444114272368,-0.11408284466024589,2.7585962896710776,19.0,40.476190476190474,0.7936507936507936,0.859809081150058,-0.0022834204981842456,162.74046178152747,0.5650480102087346,0.005691000432895545,0.39008241662461735,0.023782604476195023,3.2387485927217274e-05,0.0
30,0.09188419981733625,0.6355429044226152,-129.78597326917557,6.349206349206349,0.0,0.0,0.0,0.0,0.0,4.999999999999996,0.0,0.0,0.0,0.0,0.00842138677741875,17.22372263895084,0.005226729361597875,0.1397765359327464,0.05593311715117986,44.44444444444444,23.0,0.018664257410777187,0.009385243274146185,0.003811763748648049,0.000924467114635696,0.015135953091279615,0.004240821446756295,0.002717296990689875,0.0003568500467369985,9.523809523809524,0.0011453044971242916,24.0,0.026792635388720898,127.0022709826585,3.9486026356964667,15.534005091564673,-0.18376065051363052,2.534768196791899,20.0,44.44444444444444,0.7936507936507936,0.8875209121655397,-0.007546335224825495,203.74757750971415,0.5978071353389599,0.01922214364677333,0.4840939960783022,0.07234976363569784,0.0003694908063771883,0.0
31,0.6537638730824613,0.2780446894136806,-286.61513793015683,4.761904761904762,0.0,0.0,0.0,0.0,0.0,4.921874999999996,0.07812500000000001,0.0,0.0,0.0,0.035050005901258084,4.44709417467911,-0.021466163172675422,0.21690382102549297,0.07861369404634352,43.650793650793645,21.0,0.05932986326941492,0.027348157771945106,0.006121949687778673,-0.0015728689862772437,0.04859295740669588,0.01579895452949428,0.0037690278908426716,-0.0012268943449405545,7.936507936507936,0.006481569301633912,21.0,0.07146698719308607,127.00527360359334,1.9851417810858851,13.559812550263295,-0.17298140694787084,3.176126361087306,21.0,43.650793650793645,0.7936507936507936,1.127240617795368,-0.016773283510680755,179.15451450798878,0.7130266315487679,0.0398434132936582,0.7774876103478915,0.5147747032145364,0.0015874975828892592,0.0
